date,new_cases,total_cases,new_deaths,total_deaths
2021-11-15,5149,1264862,11.0,17072.0
2021-11-16,4455,1269317,8.0,17080.0
2021-11-17,4501,1273818,5.0,17085.0
2021-11-18,4500,1278318,6.0,17091.0
2021-11-19,3945,1282263,8.0,17099.0
2021-11-20,3703,1285966,9.0,17108.0
2021-11-21,3831,1289797,8.0,17116.0
2021-11-22,5408,1295205,8.0,17124.0
2021-11-23,5290,1300495,11.0,17135.0
2021-11-24,5401,1305896,17.0,17152.0
2021-11-25,5186,1311082,11.0,17163.0
2021-11-26,4610,1315692,9.0,17172.0
2021-11-27,4334,1320026,7.0,17179.0
2021-11-28,4383,1324409,12.0,17191.0
2021-11-29,6857,1331266,8.0,17199.0
2021-11-30,6833,1338099,15.0,17214.0
2021-12-01,7050,1345149,11.0,17225.0
2021-12-02,6520,1351669,8.0,17233.0
2021-12-03,6093,1357762,13.0,17246.0
2021-12-04,5333,1363095,12.0,17258.0
2021-12-05,5522,1368617,13.0,17271.0
2021-12-06,8556,1377173,15.0,17286.0
2021-12-07,9085,1386258,13.0,17299.0
2021-12-08,10031,1396289,13.0,17312.0
2021-12-09,10331,1406620,11.0,17323.0
2021-12-10,10214,1416834,16.0,17339.0
2021-12-11,9887,1426721,11.0,17350.0
2021-12-12,12259,1438980,20.0,17370.0
2021-12-13,22845,1461825,14.0,17384.0
2021-12-14,29569,1491394,18.0,17402.0
2021-12-15,31010,1522404,11.0,17413.0
2021-12-16,30050,1552454,11.0,17424.0
2021-12-17,27165,1579619,16.0,17440.0
2021-12-18,24959,1604578,16.0,17456.0
2021-12-19,22608,1627186,17.0,17473.0
2021-12-20,32670,1659856,11.0,17484.0
2021-12-21,33942,1693798,15.0,17499.0
2021-12-22,32164,1725962,25.0,17524.0
2021-12-23,31069,1757031,27.0,17551.0
2021-12-24,24102,1781133,22.0,17573.0
2021-12-25,11173,1792306,16.0,17589.0
2021-12-26,18749,1811055,21.0,17610.0
2021-12-27,28064,1839119,27.0,17637.0
2021-12-28,28193,1867312,25.0,17662.0
2021-12-29,36923,1904235,26.0,17688.0
2021-12-30,29443,1933678,38.0,17726.0
2021-12-31,22198,1955876,17.0,17743.0
2022-01-01,13628,1969504,41.0,17784.0
2022-01-02,21909,1991413,41.0,17825.0
2022-01-03,26952,2018365,30.0,17855.0
2022-01-04,32096,2050461,29.0,17884.0
2022-01-05,25234,2075695,29.0,17913.0
2022-01-06,22193,2097888,45.0,17958.0
2022-01-07,15180,2113068,35.0,17993.0
2022-01-08,12174,2125242,41.0,18034.0
2022-01-09,12132,2137374,38.0,18072.0
2022-01-10,16627,2154001,48.0,18120.0
2022-01-11,14422,2168423,45.0,18165.0
2022-01-12,12938,2181361,31.0,18196.0
2022-01-13,11819,2193180,43.0,18239.0
2022-01-14,10513,2203693,39.0,18278.0
2022-01-15,9534,2213227,48.0,18326.0
2022-01-16,11246,2224473,31.0,18357.0
2022-01-17,15124,2239597,36.0,18393.0
2022-01-18,13877,2253474,41.0,18434.0
2022-01-19,13019,2266493,34.0,18468.0
2022-01-20,12021,2278514,30.0,18498.0
2022-01-21,10714,2289228,42.0,18540.0
2022-01-22,9642,2298870,35.0,18575.0
2022-01-23,11343,2310213,21.0,18596.0
2022-01-24,14411,2324624,31.0,18627.0
2022-01-25,13247,2337871,21.0,18648.0
2022-01-26,13079,2350950,29.0,18677.0
2022-01-27,11575,2362525,27.0,18704.0
2022-01-28,9908,2372433,20.0,18724.0
2022-01-29,8728,2381161,26.0,18750.0
2022-01-30,9836,2390997,23.0,18773.0
2022-01-31,11951,2402948,16.0,18789.0
2022-02-01,11074,2414022,19.0,18808.0
2022-02-02,10707,2424729,23.0,18831.0
2022-02-03,9219,2433948,22.0,18853.0
2022-02-04,7542,2441490,22.0,18875.0
2022-02-05,6451,2447941,17.0,18892.0
2022-02-06,7069,2455010,12.0,18904.0
2022-02-07,9027,2464037,19.0,18923.0
2022-02-08,8388,2472425,15.0,18938.0
2022-02-09,7795,2480220,11.0,18949.0
2022-02-10,6452,2486672,13.0,18962.0
2022-02-11,5295,2491967,13.0,18975.0
2022-02-12,4345,2496312,11.0,18986.0
2022-02-13,4388,2500700,13.0,18999.0
2022-02-14,6057,2506757,22.0,19021.0
2022-02-15,5782,2512539,13.0,19034.0
2022-02-16,6052,2518591,12.0,19046.0
2022-02-17,5291,2523882,14.0,19060.0
2022-02-18,3410,2527292,7.0,19067.0
2022-02-19,4423,2531715,8.0,19075.0
2022-02-20,4620,2536335,13.0,19088.0
2022-02-21,5421,2541756,13.0,19101.0
2022-02-22,4652,2546408,9.0,19110.0
2022-02-23,4160,2550568,6.0,19116.0
2022-02-24,3464,2554032,12.0,19128.0
2022-02-25,3066,2557098,16.0,19144.0
2022-02-26,2663,2559761,6.0,19150.0
2022-02-27,3201,2562962,12.0,19162.0
2022-02-28,4871,2567833,8.0,19170.0
2022-03-01,4820,2572653,9.0,19179.0
2022-03-02,5185,2577838,12.0,19191.0
2022-03-03,4926,2582764,10.0,19201.0
2022-03-04,4607,2587371,12.0,19213.0
2022-03-05,4222,2591593,8.0,19221.0
2022-03-06,5014,2596607,13.0,19234.0
2022-03-07,6998,2603605,9.0,19243.0
2022-03-08,7217,2610822,9.0,19252.0
2022-03-09,7689,2618511,7.0,19259.0
2022-03-10,7326,2625837,11.0,19270.0
2022-03-11,6816,2632653,9.0,19279.0
2022-03-12,6278,2638931,12.0,19291.0
2022-03-13,7207,2646138,9.0,19300.0
2022-03-14,9889,2656027,11.0,19311.0
2022-03-15,9359,2665386,8.0,19319.0
2022-03-16,9275,2674661,14.0,19333.0
2022-03-17,8602,2683263,17.0,19350.0
2022-03-18,7735,2690998,8.0,19358.0
2022-03-19,6600,2697598,11.0,19369.0
2022-03-20,7629,2705227,11.0,19380.0
2022-03-21,10845,2716072,10.0,19390.0
2022-03-22,10024,2726096,20.0,19410.0
2022-03-23,9675,2735771,11.0,19421.0
2022-03-24,8531,2744302,15.0,19436.0
2022-03-25,7565,2751867,17.0,19453.0
2022-03-26,6329,2758196,12.0,19465.0
2022-03-27,6887,2765083,8.0,19473.0
2022-03-28,9472,2774555,10.0,19483.0
2022-03-29,8380,2782935,17.0,19500.0
2022-03-30,7911,2790846,17.0,19517.0
2022-03-31,5756,2796602,19.0,19536.0
2022-04-01,5093,2801695,16.0,19552.0
2022-04-02,3773,2805468,18.0,19570.0
2022-04-03,3907,2809375,18.0,19588.0
2022-04-04,5261,2814636,10.0,19598.0
2022-04-05,4637,2819273,20.0,19618.0
2022-04-06,4201,2823474,25.0,19643.0
2022-04-07,3531,2827005,17.0,19660.0
2022-04-08,3221,2830226,15.0,19675.0
2022-04-09,2691,2832917,14.0,19689.0
2022-04-10,2858,2835775,15.0,19704.0
2022-04-11,3289,2839064,21.0,19725.0
2022-04-12,3067,2842131,16.0,19741.0
2022-04-13,2758,2844889,21.0,19762.0
2022-04-14,2410,2847299,21.0,19783.0
2022-04-15,1871,2849170,17.0,19800.0
2022-04-16,1760,2850930,17.0,19817.0
2022-04-17,1733,2852663,15.0,19832.0
2022-04-18,2445,2855108,26.0,19858.0
2022-04-19,2456,2857564,15.0,19873.0
2022-04-20,1991,2859555,15.0,19888.0
2022-04-21,1737,2861292,11.0,19899.0
2022-04-22,1525,2862817,4.0,19903.0
2022-04-23,1220,2864037,14.0,19917.0
2022-04-24,1384,2865421,11.0,19928.0
2022-04-25,1635,2867056,11.0,19939.0
2022-04-26,1333,2868389,8.0,19947.0
2022-04-27,1347,2869736,9.0,19956.0
2022-04-28,1163,2870899,12.0,19968.0
2022-04-29,1051,2871950,6.0,19974.0
2022-04-30,895,2872845,11.0,19985.0
2022-05-01,939,2873784,15.0,20000.0
2022-05-02,1368,2875152,7.0,20007.0
2022-05-03,1444,2876596,15.0,20022.0
2022-05-04,1362,2877958,5.0,20027.0
2022-05-05,1230,2879188,10.0,20037.0
2022-05-06,1029,2880217,5.0,20042.0
2022-05-07,831,2881048,6.0,20048.0
2022-05-08,1082,2882130,6.0,20054.0
2022-05-09,1262,2883392,3.0,20057.0
2022-05-10,1214,2884606,13.0,20070.0
2022-05-11,1006,2885612,5.0,20075.0
2022-05-12,938,2886550,6.0,20081.0
2022-05-13,803,2887353,9.0,20090.0
2022-05-14,753,2888106,6.0,20096.0
2022-05-15,961,2889067,2.0,20098.0
2022-05-16,1177,2890244,4.0,20102.0
2022-05-17,1059,2891303,7.0,20109.0
2022-05-18,971,2892274,5.0,20114.0
2022-05-19,881,2893155,4.0,20118.0
2022-05-20,719,2893874,6.0,20124.0
2022-05-21,645,2894519,7.0,20131.0
2022-05-22,733,2895252,5.0,20136.0
2022-05-23,997,2896249,7.0,20143.0
2022-05-24,844,2897093,2.0,20145.0
2022-05-25,807,2897900,4.0,20149.0
2022-05-26,766,2898666,5.0,20154.0
2022-05-27,746,2899412,10.0,20164.0
2022-05-28,688,2900100,4.0,20168.0
2022-05-29,758,2900858,3.0,20171.0
2022-05-30,942,2901800,7.0,20178.0
2022-05-31,970,2902770,4.0,20182.0
2022-06-01,894,2903664,2.0,20184.0
2022-06-02,782,2904446,4.0,20188.0
2022-06-03,868,2905314,2.0,20190.0
2022-06-04,969,2906283,7.0,20197.0
2022-06-05,1319,2907602,2.0,20199.0
2022-06-06,1622,2909224,6.0,20205.0
2022-06-07,1679,2910903,5.0,20210.0
2022-06-08,1676,2912579,6.0,20216.0
2022-06-09,1651,2914230,6.0,20222.0
2022-06-10,1467,2915697,6.0,20228.0
2022-06-11,1370,2917067,3.0,20231.0
2022-06-12,1785,2918852,3.0,20234.0
2022-06-13,2032,2920884,3.0,20237.0
2022-06-14,2056,2922940,7.0,20244.0
2022-06-15,1993,2924933,4.0,20248.0
2022-06-16,1817,2926750,7.0,20255.0
2022-06-17,1751,2928501,4.0,20259.0
2022-06-18,1826,2930327,5.0,20264.0
2022-06-19,2113,2932440,6.0,20270.0
2022-06-20,2500,2934940,7.0,20277.0
2022-06-21,2625,2937565,7.0,20284.0
2022-06-22,2630,2940195,7.0,20291.0
2022-06-23,2524,2942719,9.0,20300.0
2022-06-24,2186,2944905,5.0,20305.0
2022-06-25,2074,2946979,9.0,20314.0
2022-06-26,2471,2949450,6.0,20320.0
2022-06-27,3135,2952585,7.0,20327.0
2022-06-28,3121,2955706,4.0,20331.0
2022-06-29,3249,2958955,12.0,20343.0
2022-06-30,3174,2962129,7.0,20350.0
2022-07-01,3048,2965177,5.0,20355.0
2022-07-02,2827,2968004,15.0,20370.0
2022-07-03,3630,2971634,11.0,20381.0
2022-07-04,4329,2975963,13.0,20394.0
2022-07-05,4055,2980018,10.0,20404.0
2022-07-06,3977,2983995,10.0,20414.0
2022-07-07,3524,2987519,17.0,20431.0
2022-07-08,3104,2990623,15.0,20446.0
2022-07-09,2760,2993383,14.0,20460.0
2022-07-10,3210,2996593,14.0,20474.0
2022-07-11,3731,3000324,16.0,20490.0
2022-07-12,3353,3003677,18.0,20508.0
2022-07-13,3125,3006802,18.0,20526.0
2022-07-14,2697,3009499,9.0,20535.0
2022-07-15,2341,3011840,12.0,20547.0
2022-07-16,1877,3013717,20.0,20567.0
2022-07-17,2026,3015743,20.0,20587.0
2022-07-18,2325,3018068,11.0,20598.0
2022-07-19,1909,3019977,22.0,20620.0
2022-07-20,1958,3021935,22.0,20642.0
2022-07-21,1680,3023615,18.0,20660.0
2022-07-22,1529,3025144,12.0,20672.0
2022-07-23,1171,3026315,20.0,20692.0
2022-07-24,1276,3027591,13.0,20705.0
2022-07-25,1491,3029082,20.0,20725.0
2022-07-26,1363,3030445,20.0,20745.0
2022-07-27,1269,3031714,13.0,20758.0
2022-07-28,1016,3032730,16.0,20774.0
2022-07-29,966,3033696,19.0,20793.0
2022-07-30,871,3034567,16.0,20809.0
2022-07-31,987,3035554,7.0,20816.0
2022-08-01,1064,3036618,18.0,20834.0
2022-08-02,992,3037610,17.0,20851.0
2022-08-03,930,3038540,15.0,20866.0
2022-08-04,826,3039366,10.0,20876.0
2022-08-05,707,3040073,9.0,20885.0
2022-08-06,603,3040676,13.0,20898.0
2022-08-07,692,3041368,17.0,20915.0
2022-08-08,824,3042192,16.0,20931.0
2022-08-09,747,3042939,9.0,20940.0
2022-08-10,782,3043721,9.0,20949.0
2022-08-11,692,3044413,17.0,20966.0
2022-08-12,554,3044967,13.0,20979.0
2022-08-13,452,3045419,22.0,21001.0
2022-08-14,541,3045960,9.0,21010.0
2022-08-15,699,3046659,8.0,21018.0
2022-08-16,596,3047255,12.0,21030.0
2022-08-17,507,3047762,9.0,21039.0
2022-08-18,447,3048209,7.0,21046.0
2022-08-19,402,3048611,10.0,21056.0
2022-08-20,348,3048959,11.0,21067.0
2022-08-21,408,3049367,10.0,21077.0
2022-08-22,540,3049907,7.0,21084.0
2022-08-23,483,3050390,8.0,21092.0
2022-08-24,488,3050878,5.0,21097.0
2022-08-25,371,3051249,4.0,21101.0
2022-08-26,325,3051574,7.0,21108.0
2022-08-27,323,3051897,6.0,21114.0
2022-08-28,302,3052199,4.0,21118.0
2022-08-29,438,3052637,10.0,21128.0
2022-08-30,496,3053133,7.0,21135.0
2022-08-31,501,3053634,13.0,21148.0
2022-09-01,470,3054104,8.0,21156.0
2022-09-02,376,3054480,5.0,21161.0
2022-09-03,332,3054812,3.0,21164.0
2022-09-04,437,3055249,4.0,21168.0
2022-09-05,499,3055748,8.0,21176.0
2022-09-06,389,3056137,4.0,21180.0
2022-09-07,441,3056578,2.0,21182.0
2022-09-08,367,3056945,4.0,21186.0
2022-09-09,363,3057308,4.0,21190.0
2022-09-10,309,3057617,2.0,21192.0
2022-09-11,452,3058069,6.0,21198.0
2022-09-12,501,3058570,4.0,21202.0
2022-09-13,479,3059049,3.0,21205.0
2022-09-14,475,3059524,3.0,21208.0
2022-09-15,460,3059984,5.0,21213.0
2022-09-16,355,3060339,5.0,21218.0
2022-09-17,323,3060662,5.0,21223.0
2022-09-18,415,3061077,7.0,21230.0
2022-09-19,582,3061659,2.0,21232.0
2022-09-20,690,3062349,4.0,21236.0
2022-09-21,649,3062998,3.0,21239.0
2022-09-22,631,3063629,1.0,21240.0
2022-09-23,543,3064172,3.0,21243.0
2022-09-24,527,3064699,5.0,21248.0
2022-09-25,611,3065310,6.0,21254.0
2022-09-26,716,3066026,4.0,21258.0
2022-09-27,655,3066681,4.0,21262.0
2022-09-28,661,3067342,4.0,21266.0
2022-09-29,625,3067967,4.0,21270.0
2022-09-30,598,3068565,1.0,21271.0
2022-10-01,598,3069163,5.0,21276.0
2022-10-02,799,3069962,2.0,21278.0
2022-10-03,875,3070837,1.0,21279.0
2022-10-04,808,3071645,0.0,21279.0
2022-10-05,471,3072116,0.0,21279.0
